T,P,S,O,D,A
38,3,1,6,0,1
493,2,3,6,0,3
16,3,2,6,0,2
38,3,1,6,0,1
15,1,2,6,0,2
38,3,1,6,0,1
1,3,4,2,0,2
1,3,2,6,0,1
23,1,2,6,0,1
22,1,2,6,0,1
18,3,4,6,0,1
22,1,2,6,0,1
1,3,4,2,0,2
46,1,3,2,0,1
1,3,4,15,0,1
372,3,4,6,0,8
113,3,5,8,0,1
94,3,3,8,1,1
239,3,4,2,0,2
22,3,2,2,0,1
4,3,3,3,0,1
208,3,3,6,0,4
21,3,2,1,0,1
58,3,2,6,0,3
26,3,3,3,0,3
43,1,4,8,0,5
61,1,1,13,1,4
13,3,4,2,0,1
36,3,4,15,0,2
50,3,4,3,0,1
27,3,4,2,0,3
42,3,3,15,0,3
10,3,3,15,0,3
9,3,4,1,0,1
7,1,2,6,0,1
239,3,3,8,0,1
15,3,2,6,0,2
16,3,3,2,0,5
142,3,4,6,0,5
430,1,4,6,0,10
20,3,2,3,0,1
89,3,4,6,1,2
30,3,4,6,0,3
20,3,4,2,0,3
16,3,4,8,0,3
9,3,4,13,0,1
103,3,4,2,0,2
35,3,4,6,0,5
35,3,4,8,0,3
38,3,3,13,0,2
119,3,4,8,0,2
131,4,4,8,0,3
16,3,2,3,1,5
8,3,4,13,0,1
98,3,4,4,0,1
7,3,4,3,0,1
1,3,2,2,0,3
9,3,2,6,0,2
13,3,6,2,0,2
58,2,4,2,0,5
13,3,4,2,0,1
2,3,4,2,0,1
103,3,3,2,0,1
12,3,4,1,0,1
50,3,4,2,0,4
36,3,4,6,0,3
715,3,3,8,0,4
21,3,3,1,0,1
312,3,4,3,0,1
1,3,3,3,0,1
85,1,1,2,0,11
12,3,4,2,1,1
2,3,2,2,0,4
40,3,1,6,0,6
29,2,3,8,0,3
40,3,1,6,0,1
21,1,2,6,0,1
13,2,3,8,0,3
22,2,2,6,0,2
312,2,3,2,0,4
312,1,2,3,0,4
50,3,3,6,2,2
19,3,2,6,0,1
5,3,6,2,0,1
33,3,1,2,0,10
20,3,4,6,0,2
81,3,3,8,20,1
11,3,2,6,0,1
48,3,1,6,0,1
103,2,4,8,0,3
29,3,2,6,0,1
6,3,2,6,0,2
36,3,7,1,0,3
74,3,3,8,0,1
1,3,3,8,0,6
5,3,3,8,0,2
6,3,4,8,0,1
33,3,4,6,0,4
40,3,4,8,0,1
35,3,4,8,0,1
312,2,1,6,1,15
81,3,4,8,0,1
35,3,3,8,0,1
36,3,4,13,0,2
3,3,4,6,0,5
267,3,4,3,0,3
14,3,3,8,0,1
165,3,2,3,0,1
4,3,4,8,0,1
19,3,3,8,0,2
7,3,4,8,0,1
108,3,4,8,0,2
312,3,4,6,0,6
157,3,5,20,0,1
40,3,3,8,0,1
580,3,2,6,0,12
40,3,4,2,0,4
4,3,5,6,0,1
36,3,4,13,0,1
8,2,3,2,0,3
13,2,4,6,0,5
103,3,4,2,0,7
13,1,1,2,0,2
64,3,4,2,0,1
10,3,4,3,0,1
61,3,4,2,0,2
4,3,4,2,0,2
6,1,4,6,0,1
108,3,7,8,0,4
12,3,4,6,0,1
13,1,4,3,0,1
14,3,3,15,0,3
22,1,1,6,2,1
40,3,4,2,0,1
67,3,4,2,0,1
8,1,1,2,0,3
3,3,2,3,0,6
19,3,4,2,0,4
27,1,4,15,0,4
178,3,4,1,0,1
27,3,4,2,0,2
7,2,3,8,0,6
36,3,4,6,0,3
2,3,4,8,0,3
430,3,4,6,0,4
27,2,3,3,0,2
33,3,2,2,0,2
5,3,4,2,0,5
197,1,2,8,2,9
862,2,4,3,0,4
715,3,4,4,1,4
26,3,4,2,0,2
11,3,3,4,0,2
178,3,4,2,0,3
6,3,2,8,0,8
2,3,4,2,0,1
14,3,4,6,0,2
3,3,4,2,0,2
98,3,3,4,0,2
3,1,1,13,0,1
10,1,4,6,0,2
3,3,4,2,0,1
55,3,4,8,0,2
5,3,4,2,0,1
165,3,4,2,0,1
6,3,3,13,0,1
35,3,4,3,0,1
3,3,4,6,0,1
36,3,4,2,0,3
94,1,1,2,0,9
3,3,4,2,0,2
26,3,3,1,0,1
6,3,4,2,0,2
3,3,3,3,0,2
4,3,4,3,0,1
35,3,4,13,0,8
74,3,4,4,0,2
3,3,3,3,0,1
165,3,5,13,1,2
113,1,4,6,1,1
6,3,4,3,0,3
197,3,4,2,2,14
11,3,4,2,0,2
3,3,4,2,0,1
2,3,4,2,0,1
1,3,4,2,0,1
5,1,1,2,0,3
25,3,3,2,0,2
2,3,4,2,0,2
38,1,3,2,0,1
267,3,4,19,0,2
38,3,3,2,0,1
267,3,4,3,0,3
9,3,3,13,0,1
862,2,4,6,0,43
10,3,4,4,0,2
8,3,4,19,0,2
94,3,7,3,0,1
9,3,4,3,0,1
1,3,4,4,0,1
267,3,4,13,0,2
267,3,2,1,0,4
36,3,4,8,0,1
125,3,1,2,0,10
94,3,4,3,0,1
48,1,3,2,1,5
12,3,3,8,0,1
11,3,3,1,0,1
1,3,4,3,0,1
16,3,4,6,0,2
30,3,5,6,0,2
14,3,4,6,0,2
2,3,4,8,0,1
15,3,4,6,0,2
430,3,2,15,0,4
8,3,4,2,0,3
38,3,5,2,0,1
178,3,4,2,0,2
3,3,4,2,0,1
10,3,1,2,0,1
862,1,4,6,0,5
5,3,2,8,0,3
23,3,2,3,0,2
98,2,7,2,0,6
5,3,4,2,0,1
5,3,4,6,0,1
208,1,2,6,0,7
23,3,4,6,0,2
5,2,2,15,0,4
23,3,4,15,0,2
53,3,4,15,0,1
77,3,4,3,0,2
178,1,4,3,1,5
372,3,4,2,0,9
1,3,4,8,0,4
22,3,4,6,0,1
8,3,3,6,0,2
53,3,4,6,0,6
286,2,4,8,1,5
580,3,7,6,0,4
430,3,4,8,0,2
48,3,4,2,0,1
197,3,6,6,0,2
103,3,4,6,0,1
119,3,4,4,0,3
1,3,3,6,0,2
1,3,3,6,0,2
1,3,3,6,0,1
208,3,2,6,1,3
94,3,4,8,0,4
12,3,1,2,0,3
30,3,4,6,0,1
103,3,5,6,0,2
338,3,3,6,1,1
10,3,4,6,0,1
267,3,4,2,0,3
223,1,4,6,0,2
286,3,4,3,0,1
70,3,4,6,0,1
58,3,4,3,0,1
3,3,4,3,0,1
149,1,4,8,0,1
18,3,4,3,0,2
15,3,3,6,1,3
36,3,4,2,0,2
58,3,4,6,0,2
7,3,4,6,0,2
7,1,4,2,0,1
14,1,3,6,0,2
149,3,4,15,0,1
23,3,4,6,0,1
178,1,2,2,0,7
4,1,1,6,0,4
98,4,4,3,3,5
5,3,4,2,0,1
4,3,4,3,0,15
142,3,5,2,0,4
186,3,4,6,9,3
36,3,4,2,0,2
85,3,1,2,0,4
2,3,1,2,0,4
50,3,4,15,1,1
27,3,3,3,0,2
29,1,2,6,0,4
58,3,4,2,0,2
312,2,4,6,2,3
22,3,3,6,0,1
7,3,3,3,0,5
580,3,4,3,0,2
715,5,6,6,2,1
3,3,4,5,0,3
6,3,4,2,0,3
165,3,4,2,0,4
36,3,4,2,0,1
1,3,1,3,0,1
1,3,1,3,0,1
267,3,4,1,0,1
10,3,4,6,0,2
30,3,3,6,0,2
7,3,4,15,0,1
3,3,4,6,0,4
10,3,4,3,0,1
6,3,4,15,2,1
10,3,3,3,0,2
197,3,4,2,0,1
6,3,4,2,0,4
3,3,4,2,0,3
6,2,4,6,0,3
125,1,4,6,2,5
7,3,4,2,0,2
142,3,4,13,0,1
1264,3,5,6,0,3
267,1,2,2,0,5
267,5,5,3,0,2
2,3,4,3,0,1
35,3,4,4,0,2
6,3,4,2,0,2
6,3,4,15,0,1
50,3,4,2,0,3
6,3,4,2,0,3
50,3,4,6,0,4
2,1,1,2,0,2
48,3,4,2,0,3
26,3,3,6,1,2
29,3,4,2,0,3
46,3,4,6,0,4
186,3,4,2,0,3
74,3,4,6,0,3
14,3,4,3,0,2
3,3,4,2,0,3
142,3,4,2,0,5
50,3,4,2,0,9
178,3,4,6,0,3
12,3,4,3,0,1
35,3,4,2,1,10
108,2,1,2,0,6
50,3,4,13,0,2
55,3,4,2,0,5
3,3,4,6,0,1
8,3,4,3,0,1
22,3,4,2,0,1
113,3,4,2,0,4
23,1,2,6,1,5
6,3,2,6,0,3
125,1,4,2,1,5
113,3,4,6,0,4
286,3,2,3,0,5
1,3,3,2,0,3
29,3,4,2,0,1
26,3,1,6,1,4
23,3,4,15,0,3
3,3,4,3,0,6
2,1,1,2,0,2
312,2,3,11,1,2
372,3,5,6,1,2
27,3,3,15,0,3
33,3,4,2,0,3
23,1,2,2,1,4
10,3,3,6,1,3
12,3,4,15,0,3
18,3,4,3,0,2
715,2,4,8,0,4
33,3,4,3,0,1
125,3,4,4,0,3
48,3,4,6,0,2
157,3,4,6,0,1
1958,1,4,6,14,155
6,3,4,2,0,4
58,3,3,15,0,2
6,3,4,2,0,1
5,3,4,8,0,4
12,3,4,3,0,1
986,3,7,6,1,7
142,3,3,8,0,2
27,3,4,3,1,1
5,3,3,8,0,1
5,3,4,3,0,1
119,3,4,8,21,1
223,1,4,8,0,2
119,3,4,8,2,1
580,1,4,8,0,11
223,1,4,20,0,1
208,3,3,8,1,12
113,1,4,8,1,7
55,3,4,8,0,1
157,3,4,8,0,2
223,3,2,8,0,2
2,3,4,8,0,1
9,3,4,8,1,1
7,3,4,8,0,1
55,3,4,2,0,1
6,3,3,13,0,2
430,3,7,3,0,4
186,3,4,8,0,1
23,3,4,8,0,3
1,3,4,2,0,2
3,3,4,3,0,1
89,3,4,4,0,3
48,3,4,4,0,4
2,3,4,2,0,1
35,3,4,4,0,2
35,3,4,4,0,2
14,3,4,4,0,2
35,3,4,4,0,4
61,3,3,3,0,4
55,3,7,13,0,1
13,1,1,4,0,6
53,1,2,2,0,1
33,3,4,6,0,3
48,3,4,2,0,1
5,3,4,2,0,5
1,3,1,3,0,2
186,3,4,20,1,4
5,3,4,3,0,1
6,3,4,15,0,5
27,3,4,6,0,1
27,3,4,3,0,1
6,3,4,8,0,3
372,3,4,8,23,1
15,3,3,3,0,5
13,3,6,6,0,1
5,3,4,15,0,4
46,3,4,8,0,3
197,4,4,6,0,1
197,3,4,6,0,2
12,3,4,2,0,1
6,3,4,6,0,1
8,3,4,6,0,2
29,3,4,6,0,3
53,3,4,15,0,1
8,3,2,6,0,2
149,3,4,6,0,3
29,2,4,6,0,5
4,3,4,6,0,1
338,3,2,6,110,5
14,1,1,15,0,7
186,3,4,6,0,6
1,3,3,6,0,1
119,3,4,6,0,7
338,2,3,6,1,4
36,3,4,6,1,5
50,3,1,2,0,3
85,1,4,8,0,4
5,3,4,2,0,2
61,3,4,6,1,6
6,1,4,15,0,4
5,3,3,2,0,2
239,3,4,8,0,4
16,3,4,6,0,2
1264,3,4,2,0,2
6,3,3,2,0,3
14,3,2,6,0,2
862,3,4,15,0,8
50,3,3,3,0,2
186,3,7,6,0,4
5,3,4,15,0,4
14,3,4,6,0,4
67,3,4,2,0,1
42,3,4,13,0,1
12,2,3,3,0,3
67,3,4,15,0,4
157,3,3,6,0,2
1,3,4,6,0,8
8,3,4,6,0,2
5,3,4,3,0,2
372,3,4,6,0,1
125,3,4,6,0,2
239,1,4,6,0,6
13,3,4,6,0,1
239,3,4,6,0,8
43,3,4,6,1,2
8,3,4,6,0,1
186,3,4,6,0,3
12,3,4,1,0,2
4,3,4,6,0,2
36,3,4,6,0,2
35,3,4,3,0,1
239,1,2,6,0,9
53,3,4,6,0,7
125,3,4,15,0,2
2,3,4,15,0,1
14,3,4,1,0,1
4,3,4,15,0,1
286,1,4,6,0,4
580,3,7,6,0,5
55,3,4,6,0,5
251,2,4,6,0,3
16,3,4,6,2,1
16,3,4,6,1,1
94,3,4,6,1,3
26,3,4,6,0,5
89,3,4,6,1,2
986,2,4,6,0,10
98,3,4,6,0,3
372,2,4,6,0,6
239,3,4,6,0,3
42,3,4,6,0,5
165,3,4,6,0,8
493,2,4,6,0,6
26,3,4,6,0,4
186,3,4,6,0,4
53,3,4,6,0,2
186,3,4,6,0,3
1,3,4,6,0,2
1264,3,4,6,0,47
267,1,4,6,1,8
862,4,4,6,0,4
29,3,4,20,0,3
197,2,4,6,0,2
26,3,4,6,0,1
286,1,4,6,0,4
21,3,4,6,0,6
21,3,4,6,0,3
5,3,4,6,0,2
5,3,4,6,0,2
5,3,4,6,0,2
7,1,1,3,0,8
27,3,4,6,0,4
372,3,4,6,0,5
223,3,4,6,0,2
48,1,4,6,1,5
239,2,4,6,0,2
580,3,7,6,2,9
48,3,4,6,1,5
42,3,4,3,0,4
77,1,3,13,0,3
149,3,4,13,0,1
25,2,4,2,0,2
3,3,2,8,0,3
12,1,1,6,0,2
12,2,4,2,0,1
4,3,4,6,0,2
85,3,3,3,0,3
6,3,2,13,0,5
8,3,2,1,0,1
40,3,2,1,0,1
197,3,1,6,0,5
580,3,7,6,0,8
267,3,4,13,1,7
30,3,4,8,0,2
48,3,4,8,0,2
40,3,2,1,0,2
53,2,3,8,0,4
40,3,2,1,0,2
40,3,2,1,0,2
40,3,2,1,0,2
26,3,4,8,0,4
81,3,4,6,5,2
372,3,4,6,0,8
40,3,2,1,0,2
3,3,4,6,0,3
267,1,3,6,0,2
35,1,4,6,0,2
493,3,4,6,0,12
50,3,3,6,0,6
61,3,4,6,0,6
11,3,3,13,0,1
10,3,4,8,0,2
6,3,2,2,0,3
178,3,4,4,0,2
50,1,4,2,1,8
4,3,4,8,0,2
15,2,3,2,0,6
35,3,7,8,0,6
33,3,4,4,0,2
3,3,4,8,0,1
30,3,4,8,0,3
46,1,4,6,1,2
3,3,4,6,0,2
6,3,4,6,2,1
42,3,4,8,0,2
42,3,4,8,0,2
26,3,4,2,0,3
338,1,4,6,1,7
30,3,7,6,0,1
223,3,4,2,0,1
286,1,4,6,0,8
20,3,4,6,0,2
6,1,2,2,0,1
157,1,4,6,0,1
142,1,4,6,0,3
46,3,4,2,1,3
58,3,4,4,0,3
1,3,4,2,0,4
11,3,4,2,0,4
312,1,4,6,0,4
6,3,4,15,0,2
21,3,3,2,0,3
10,3,2,15,0,3
6,3,3,2,0,3
48,3,4,6,0,4
286,1,4,6,0,1
142,1,4,6,0,2
48,1,4,6,0,2
286,1,4,6,0,2
372,1,4,6,1,1
286,1,4,6,2,2
493,1,4,6,1,2
142,1,4,6,0,1
142,1,4,6,0,1
142,1,4,6,0,1
19,2,4,6,0,1
25,3,4,4,0,1
119,3,4,6,0,2
3,3,5,13,0,1
6,3,3,2,0,4
58,3,4,4,0,3
1,3,5,13,0,1
11,1,4,3,0,2
11,1,4,3,0,2
67,3,4,2,0,3
11,3,4,2,1,2
4,3,4,8,0,2
3,3,4,3,0,3
3,3,4,8,0,1
55,3,3,2,0,2
3,3,4,8,0,2
3,3,2,2,0,2
5,3,2,2,0,1
5,3,4,6,0,1
1958,3,7,6,0,28
119,3,4,13,0,2
10,3,4,4,0,2
38,3,4,3,0,2
715,3,7,6,0,3
3,3,4,6,0,1
3,3,4,3,0,3
3,3,4,3,0,4
21,3,1,2,0,7
5,3,4,3,0,2
493,3,4,8,69,5
2,3,4,8,0,2
10,3,4,6,0,3
10,3,3,6,0,1
3,3,4,4,0,3
74,3,4,13,0,3
3,3,4,2,0,1
4,3,4,2,0,2
27,3,4,13,0,1
3,3,4,6,0,2
98,3,3,13,0,3
48,1,4,6,0,5
1264,2,7,6,0,81
40,3,4,6,0,2
580,3,4,6,0,8
493,3,4,6,0,3
165,3,4,6,0,2
89,3,4,6,0,2
430,3,4,6,1,13
178,3,4,6,0,4
208,3,4,6,0,2
1958,3,7,6,2,53
715,3,4,22,0,9
85,3,4,6,0,2
137,3,5,2,0,1
40,3,3,4,0,3
8,3,6,3,0,3
1,1,2,8,0,1
1,3,4,8,0,1
36,3,4,6,1,3
125,3,5,2,0,1
11,3,4,8,0,1
33,3,4,2,0,2
11,3,3,6,0,1
197,3,3,8,0,4
267,1,4,6,0,5
862,3,7,6,0,9
3,3,3,6,1,1
251,3,4,2,0,14
89,3,4,2,0,6
493,2,2,3,0,8
178,3,4,6,240,1
2,3,4,8,0,1
14,3,2,2,2,12
53,3,2,2,0,4
338,3,4,6,1,3
5,3,4,6,0,1
119,2,3,6,0,4
165,3,4,2,0,2
7,3,4,6,0,1
10,3,4,8,0,2
3,3,4,6,0,2
43,1,2,4,0,3
1,3,4,8,0,1
430,3,4,6,0,4
50,3,4,6,0,3
10,2,3,2,0,5
7,3,4,6,0,1
3,3,4,6,0,2
3,3,4,2,0,2
8,3,1,15,0,3
3,3,4,2,0,2
9,3,5,6,0,3
25,3,6,6,0,1
3,3,4,6,0,1
3,3,4,2,0,1
131,3,4,2,0,3
10,3,3,6,0,2
30,3,4,15,0,1
7,3,4,8,0,3
61,3,7,6,0,1
98,1,1,6,1,4
9,1,4,6,1,2
8,3,1,15,0,2
2,3,4,13,0,2
1264,3,4,2,0,2
40,3,4,2,0,3
1,3,2,6,0,1
1,3,4,6,0,1
16,3,4,8,0,2
580,3,4,6,0,6
81,2,5,6,0,2
5,3,4,6,0,3
338,3,7,6,0,4
1,3,4,15,0,1
85,3,4,3,0,2
81,3,4,4,0,1
58,3,4,6,0,1
286,3,4,4,0,8
74,1,2,2,0,2
77,3,4,2,0,1
77,3,4,2,0,1
2,3,3,3,0,4
50,3,3,3,0,2
18,3,3,15,0,3
165,3,4,6,0,3
267,2,4,8,0,3
251,3,2,2,0,4
2,3,2,2,0,2
23,3,4,2,0,4
81,3,4,2,0,7
21,3,2,3,0,3
372,3,4,6,0,3
15,3,3,2,0,2
38,1,4,15,0,7
10,3,4,4,0,1
1,3,4,15,0,2
312,2,4,3,1,16
6,2,3,20,0,3
3,3,3,2,0,5
2,3,4,2,0,4
38,1,3,6,0,1
3,3,2,3,0,2
8,4,4,6,0,1
1,3,4,2,0,3
50,2,4,2,0,1
2,3,2,6,0,2
43,3,4,2,0,2
239,3,4,6,0,1
2,3,2,2,0,5
50,3,4,2,0,2
43,3,4,2,2,2
20,3,4,2,0,1
85,3,4,15,0,1
42,3,4,15,0,1
85,3,4,4,1,1
29,3,4,4,0,3
493,3,4,2,4,1
10,3,4,2,0,1
64,3,7,6,0,2
22,3,2,6,0,3
7,3,4,3,0,2
1958,3,4,6,0,4
223,4,4,4,0,6
14,3,4,13,0,1
29,3,4,13,0,1
25,3,5,4,0,2
8,3,4,1,0,2
267,3,4,4,0,9
7,3,4,8,0,1
2,3,4,6,0,3
986,3,3,3,0,3
1,3,4,3,0,3
10,3,3,4,0,1
6,3,2,15,0,2
23,3,4,2,0,4
251,3,4,2,0,5
6,3,4,6,0,3
9,3,4,8,0,2
14,3,4,6,0,3
94,3,4,20,2,2
6,3,4,4,0,1
3,3,1,3,0,8
2,3,1,6,0,1
29,3,3,15,0,8
142,3,3,6,0,3
13,3,4,2,0,1
67,2,3,3,0,9
3,3,3,15,0,1
15,3,4,2,1,1
2,3,4,6,0,1
36,3,4,15,0,1
42,3,4,8,0,1
5,3,4,2,0,4
40,3,4,2,0,6
286,2,4,2,1,6
9,1,1,6,0,4
50,3,4,4,0,1
3,3,4,3,0,2
372,3,3,2,1,3
23,3,1,2,0,2
35,2,3,2,0,3
2,3,4,8,0,2
30,3,4,4,0,3
137,3,4,6,0,5
267,3,4,2,0,1
108,3,4,13,0,3
6,1,1,20,0,1
30,3,4,2,0,1
18,3,4,4,0,2
18,3,4,4,0,1
1,3,4,4,0,3
580,3,4,13,0,4
580,3,4,2,0,3
1,3,4,13,0,1
223,3,5,15,0,1
53,1,1,6,0,7
53,3,4,13,0,2
5,3,4,1,0,1
29,3,4,8,0,5
27,3,4,3,1,4
7,3,4,3,0,1
21,3,3,20,0,4
5,3,4,1,0,3
1,3,4,8,0,1
23,3,7,4,0,2
1,3,4,2,0,2
20,3,4,8,0,2
23,3,4,2,0,3
1,3,7,6,0,1
74,1,2,3,0,2
7,3,3,2,0,3
186,3,4,6,0,1
239,3,4,6,0,1
15,3,4,3,0,2
239,3,4,2,0,3
6,3,4,2,0,1
178,3,4,2,0,1
178,2,7,6,0,2
98,3,4,4,0,1
3,3,4,3,0,1
208,3,2,6,0,3
21,1,1,6,0,2
35,1,4,6,1,3
48,3,2,2,0,1
26,3,4,6,0,2
9,2,5,2,0,1
61,1,4,8,0,4
2,3,4,3,0,1
5,3,4,8,0,2
8,3,4,6,0,1
48,3,4,6,0,1
372,3,7,4,0,4
862,3,4,6,0,1
1,3,4,3,0,1
22,1,4,2,0,4
23,3,4,6,0,3
5,3,2,8,0,4
1,3,4,6,0,1
5,3,4,1,0,6
5,3,4,3,0,3
36,3,4,2,0,6
77,3,4,13,0,2
4,3,4,13,0,1
267,1,4,6,0,6
3,5,3,3,0,2
48,3,2,3,0,3
15,3,4,6,0,4
35,3,2,2,0,2
7,3,3,2,0,1
46,3,4,13,0,1
46,3,4,13,0,1
223,3,4,6,0,4
6,3,4,3,0,1
35,1,1,20,0,1
55,3,4,2,0,3
48,3,4,2,0,2
18,2,4,3,0,2
4,3,1,13,0,1
715,3,4,8,0,5
6,3,4,24,0,4
22,3,4,6,0,3
6,3,3,6,0,3
3,3,2,3,0,2
20,3,3,15,0,3
10,1,1,6,0,2
21,3,4,6,0,3
493,3,4,2,7,2
21,3,4,6,1,1
5,3,4,3,0,4
312,3,4,2,7,3
715,3,4,6,0,16
312,3,4,6,20,5
312,3,4,6,15,4
430,3,4,6,6,5
493,3,4,6,4,4
430,5,4,6,13,3
6,3,1,6,0,5
10,3,4,2,0,1
286,3,2,7,0,2
22,2,2,3,0,4
3,3,4,6,0,1
77,4,4,3,0,2
4,1,1,2,0,4
131,3,4,20,0,1
103,1,3,2,2,6
186,3,4,6,0,4
430,2,4,6,0,16
6,3,2,13,0,2
1,1,2,13,0,1
98,3,4,20,0,1
20,2,4,4,0,1
430,3,4,6,0,1
372,3,4,6,0,1
430,3,4,6,2,2
430,3,4,6,0,1
2,3,4,4,0,2
18,4,4,2,0,2
2,3,3,3,0,1
239,3,4,6,0,1
38,3,4,13,0,2
372,3,3,6,0,4
26,3,4,6,0,1
21,3,4,15,0,1
131,3,4,8,0,2
430,3,7,6,0,4
5,3,4,6,0,1
61,3,4,2,0,3
2,3,4,2,0,2
2,3,1,6,1,1
11,3,4,2,0,2
10,3,2,8,1,4
9,1,4,2,0,4
19,2,4,2,0,4
19,3,3,3,0,3
8,1,4,6,0,4
50,3,2,2,0,2
43,3,4,2,0,2
23,3,3,2,0,5
7,3,2,15,0,1
862,3,5,2,0,2
3,1,1,2,0,5
3,3,4,2,0,7
9,3,4,2,0,1
8,3,1,6,0,1
43,3,4,15,0,1
2,1,4,6,0,3
43,1,2,8,0,1
3,3,4,2,0,4
267,3,4,6,0,6
1,3,4,2,0,1
338,3,4,6,1,4
18,3,4,6,0,3
9,3,4,2,0,1
1,3,2,2,0,4
157,3,4,6,1,4
89,1,2,6,3,3
2,3,4,3,0,2
1,3,4,3,0,1
3,3,2,13,0,2
1,3,4,2,0,1
42,3,5,2,0,1
36,3,4,2,0,3
1,3,4,2,0,5
18,3,5,2,0,2
18,3,4,2,0,3
1,3,4,2,0,2
1,3,5,3,0,1
21,3,4,2,0,1
286,3,4,2,3,4
580,3,7,6,0,4
43,3,4,2,0,1
18,3,4,2,0,1
15,1,4,2,0,2
15,3,1,4,0,1
131,3,4,8,1,1
74,3,1,3,0,1
715,2,4,8,0,3
5,3,4,2,0,1
580,2,4,24,0,2
14,2,4,16,0,1
157,3,4,6,0,7
178,3,4,6,0,7
2,3,4,6,0,2
35,3,2,15,0,3
14,2,4,28,0,1
223,3,4,6,0,4
18,3,4,15,0,1
14,2,4,5,0,1
14,3,4,2,0,4
38,2,4,8,0,4
30,3,4,6,1,2
6,3,4,6,0,1
30,3,4,2,0,1
186,3,4,3,0,4
30,3,4,6,0,1
9,3,4,6,0,2
10,3,4,2,0,2
251,3,4,6,1,3
81,3,3,6,0,2
33,3,4,2,0,2
3,3,2,3,0,4
267,3,4,6,0,7
1,3,4,4,0,2
21,3,3,6,0,3
9,3,3,15,0,3
22,3,4,2,0,3
38,3,4,2,0,3
1,3,2,6,0,1
2,3,4,2,0,1
94,3,4,2,1,5
15,3,4,1,0,1
5,3,1,3,0,4
10,3,4,2,0,4
10,2,4,6,0,4
81,3,4,2,0,3
22,3,4,2,0,3
35,3,2,6,0,5
6,3,4,15,0,1
338,1,4,6,1,13
98,3,4,4,0,8
42,3,4,4,0,2
1264,3,4,4,0,5
1264,3,4,4,0,5
239,3,4,4,0,4
1264,3,4,4,0,5
208,3,4,4,1,8
1264,3,4,4,0,4
22,3,4,4,0,5
149,2,4,2,1,1
35,3,4,6,0,1
1,3,4,2,0,1
1,3,4,2,0,1
38,3,4,2,0,1
1,3,4,2,0,1
1,3,4,2,0,1
74,3,3,6,0,1
9,3,2,3,0,1
43,3,4,6,0,4
3,3,4,6,1,1
3,1,2,6,0,1
2,3,3,2,0,1
21,3,4,20,0,3
1,1,1,1,0,5
2,3,4,13,0,1
16,3,4,6,0,3
178,3,4,3,1,5
10,3,4,6,0,1
580,3,6,6,0,6
19,3,3,2,0,1
21,3,4,3,0,1
35,2,4,3,0,4
48,3,7,6,0,2
55,3,4,2,0,1
10,3,1,6,0,6
67,2,4,2,0,1
862,2,7,6,3,51
2,3,4,13,0,3
50,1,2,3,0,3
33,2,3,2,0,1
2,3,2,2,0,6
21,1,4,2,0,2
20,3,4,2,0,4
14,3,4,2,0,4
42,3,4,3,0,2
9,3,4,6,0,3
2,3,2,2,0,3
36,3,4,2,0,1
3,3,3,2,0,3
50,1,4,6,0,2
3,3,4,2,0,3
8,3,4,15,0,1
2,3,4,13,0,2
1,3,4,15,0,3
125,3,2,2,0,3
2,1,1,2,0,7
12,3,4,15,0,2
251,2,4,2,0,2
43,3,4,2,0,1
312,3,4,6,0,5
186,3,4,15,0,5
16,2,4,3,0,1
70,3,4,2,0,1
1,3,4,2,0,1
157,3,4,4,0,7
8,3,4,4,0,1
2,3,4,4,0,2
3,3,4,4,0,1
3,3,4,4,0,2
14,3,4,4,0,1
14,3,4,4,0,1
223,3,6,4,0,5
74,3,4,15,0,5
22,3,4,4,0,3
157,3,4,15,0,3
48,3,3,6,0,3
580,3,3,2,1,3
131,3,4,15,0,1
8,3,4,4,0,2
9,3,4,4,0,4
3,3,3,2,0,7
493,3,4,4,0,2
3,3,4,6,0,1
372,3,4,2,0,6
20,3,4,4,0,4
7,3,4,4,0,1
12,3,1,3,0,6
119,3,4,1,0,1
21,3,4,4,0,1
30,3,4,4,0,1
2,3,4,4,0,2
178,3,3,6,0,3
16,3,4,4,0,1
2,3,4,4,0,1
208,2,2,15,1,14
157,3,4,2,4,2
119,3,4,2,0,1
1,3,3,13,0,3
5,1,3,6,0,3
3,3,4,15,0,2
1264,3,4,6,1,13
2,1,2,2,0,2
125,3,3,20,0,3
50,1,1,2,0,7
3,3,2,19,0,4
103,1,4,2,1,4
1,1,1,6,0,6
20,3,4,6,0,1
493,1,4,4,0,2
5,3,3,8,0,1
208,3,4,2,0,1
19,1,2,2,0,6
7,3,4,6,0,2
1,3,5,6,0,1
6,3,4,2,0,5
5,3,4,6,0,2
6,3,3,8,0,2
1264,3,4,2,0,3
715,3,5,13,0,1
208,2,4,2,0,2
29,2,4,13,0,2
6,3,4,4,0,1
7,3,4,6,0,4
70,1,3,4,2,2
22,3,4,6,0,4
35,3,3,20,0,2
430,3,4,6,0,2
715,3,4,13,0,2
5,3,4,2,0,8
2,3,4,3,0,1
5,3,4,6,0,1
5,3,4,2,0,5
58,2,4,2,1,8
58,3,4,15,0,1
33,3,4,2,0,2
2,1,2,2,0,8
1,3,2,2,0,6
19,1,1,13,0,4
286,3,4,6,0,2
2,3,2,8,0,6
715,3,4,6,0,3
223,3,4,6,0,3
113,3,4,6,0,3
12,3,4,6,0,3
