T,P,S,O,D,A
85,3,4,6,0,1
6,2,3,4,0,4
64,3,4,6,0,5
55,3,4,2,0,2
1,2,3,4,0,3
53,1,3,4,0,2
2,3,4,4,0,1
1,3,4,8,0,1
42,3,4,15,0,2
338,2,4,15,0,4
7,1,3,6,0,3
35,3,4,15,0,2
58,2,3,15,0,1
15,3,4,15,0,4
58,3,4,6,1,3
26,3,3,2,0,1
6,3,3,18,0,3
5,3,4,15,0,3
178,4,4,6,1,6
40,3,5,19,0,1
13,3,4,4,0,1
19,3,4,2,0,2
64,3,4,13,0,1
125,5,3,13,0,5
131,3,4,3,0,1
119,1,4,6,0,2
2,3,3,6,0,1
89,3,7,6,0,1
14,3,4,6,0,1
137,3,4,6,0,1
338,3,4,14,0,3
33,3,4,2,0,2
4,3,1,2,0,8
21,1,4,2,0,3
94,3,4,13,0,5
113,3,4,6,0,2
178,3,4,13,0,1
33,1,2,6,0,2
6,3,3,1,0,2
98,3,4,13,0,1
67,3,4,3,0,6
64,3,4,15,0,3
18,3,5,15,0,3
8,3,4,15,0,3
27,3,4,3,0,1
14,3,4,3,0,7
11,3,7,1,0,1
18,3,4,3,0,3
103,3,7,2,0,2
131,3,4,15,0,2
46,2,3,3,0,4
267,3,4,15,0,2
98,3,4,4,0,3
25,3,4,13,0,1
372,2,2,13,1,10
186,3,4,13,0,2
10,3,4,13,0,2
3,3,1,1,0,1
1,3,4,6,0,2
10,3,3,1,0,1
131,3,5,2,0,1
18,2,5,2,0,1
67,3,2,3,0,2
1,3,5,2,0,2
42,1,4,8,0,9
267,3,3,6,0,4
137,3,3,8,0,2
23,3,4,2,0,2
55,3,3,13,0,1
42,3,2,6,0,2
5,3,5,8,0,1
4,3,4,8,0,2
5,3,4,8,0,2
267,1,3,3,0,1
5,3,4,3,0,3
4,2,3,2,0,8
6,3,4,3,0,3
137,2,3,13,0,3
19,3,4,13,0,4
3,3,7,13,0,2
103,3,4,3,0,1
3,3,2,8,0,3
251,2,4,8,0,4
53,3,5,4,0,3
26,3,4,3,0,2
3,3,4,6,0,2
89,3,4,3,0,3
1,3,1,15,0,5
19,2,4,3,0,4
3,3,4,6,0,39
21,3,4,8,0,1
1,3,3,13,0,1
38,3,4,13,0,1
165,3,4,2,0,2
43,3,5,2,0,7
5,3,4,13,0,1
580,3,4,8,0,2
43,3,4,2,0,4
11,3,4,3,0,4
18,3,2,2,0,2
137,3,4,2,1,5
4,3,4,2,0,5
12,3,4,6,0,3
30,3,4,2,0,1
113,3,4,3,0,5
108,3,3,3,0,6
67,2,3,3,0,7
9,3,4,4,0,2
85,3,2,3,0,1
137,3,4,6,0,7
10,3,4,6,0,3
58,3,4,3,0,2
58,3,2,6,0,3
38,1,3,6,0,2
125,3,4,4,0,7
430,3,2,8,0,11
43,3,4,1,1,1
1,3,4,1,0,1
9,3,4,3,0,3
40,3,3,2,2,4
267,3,4,2,0,8
36,2,4,13,0,2
50,3,4,2,0,1
25,3,4,6,0,1
493,3,4,2,0,1
165,2,5,2,0,4
61,3,4,6,0,1
16,3,4,8,0,2
14,2,5,2,0,1
40,3,4,8,0,2
186,3,6,6,0,3
98,2,4,6,0,6
15,3,4,6,0,3
14,3,4,2,0,5
10,3,4,2,0,1
10,3,4,8,0,4
2,1,4,15,0,2
178,2,3,2,1,5
186,3,4,2,0,3
8,2,4,6,0,5
94,3,4,6,0,2
19,3,4,8,0,3
715,3,5,6,2,16
2,3,4,2,0,1
15,1,2,1,0,2
3,3,2,2,0,4
53,3,4,2,1,1
580,3,4,8,0,9
55,3,4,2,0,4
1,3,4,2,0,5
157,3,4,8,0,7
986,1,4,2,0,19
7,3,2,6,0,5
58,3,4,15,0,4
1,3,3,2,0,1
14,3,1,2,0,2
7,3,3,1,0,1
372,3,4,2,1,8
70,3,4,2,0,6
493,2,3,6,0,9
14,1,4,3,0,8
22,3,4,2,0,1
108,3,1,4,0,5
53,3,4,8,0,2
14,1,1,15,0,3
10,1,3,15,0,5
22,3,4,15,0,7
862,2,4,8,0,3
64,3,3,6,0,1
38,3,4,2,0,2
157,3,4,2,0,4
131,1,2,2,0,4
13,3,3,2,0,3
208,1,7,2,0,6
1264,3,7,2,0,5
13,3,4,8,0,4
81,3,4,3,0,1
13,3,2,2,0,2
43,3,3,2,0,6
35,3,4,2,0,1
14,2,5,2,0,2
137,3,3,8,0,3
85,3,3,2,0,1
5,3,6,13,0,2
267,3,5,2,0,3
61,3,3,8,0,2
22,3,4,2,0,1
2,3,3,4,0,3
1,3,2,6,0,2
493,3,4,8,0,2
14,3,4,6,0,1
14,3,4,15,0,1
12,3,5,13,0,1
35,3,4,8,0,1
58,2,3,6,0,1
8,1,1,2,0,3
33,3,4,2,0,1
372,3,4,8,0,3
64,3,4,8,0,1
85,3,3,6,0,2
70,2,4,6,0,2
338,3,4,15,1,1
1,3,4,8,0,1
53,2,4,8,0,2
15,1,2,6,0,8
1,3,4,3,0,1
7,3,3,3,0,1
6,3,5,3,0,1
12,3,5,8,0,1
131,3,4,3,0,1
12,3,4,8,0,1
125,3,3,3,0,4
6,3,2,3,0,3
12,2,4,15,0,3
81,3,2,3,0,1
13,2,4,2,0,1
178,3,4,3,0,1
208,3,4,2,0,3
197,3,4,3,0,1
23,3,4,2,0,4
108,3,3,3,0,1
12,2,4,6,0,1
2,3,4,2,0,1
40,3,2,15,0,4
8,3,4,3,0,1
119,3,5,3,0,1
16,3,4,15,0,6
8,3,7,2,0,3
94,3,4,6,0,1
26,3,4,3,0,1
7,2,4,3,0,2
2,1,4,6,0,2
20,3,4,15,0,2
35,3,4,2,0,1
165,3,4,3,0,3
12,3,5,13,0,1
6,1,2,3,0,4
18,3,4,6,0,1
8,3,4,2,0,1
986,2,4,6,1,9
267,3,4,13,0,1
208,2,3,8,3,12
2,3,6,6,0,1
165,2,4,8,0,3
493,1,4,2,1,7
35,2,4,13,0,1
113,2,3,2,0,2
580,3,4,15,0,4
862,3,2,6,0,16
8,3,4,3,0,6
20,3,4,8,0,2
13,3,2,3,0,1
197,3,4,4,0,1
239,3,5,13,0,3
715,3,4,6,0,8
108,3,4,4,0,1
1,3,4,13,0,1
208,3,4,2,0,1
6,3,4,3,0,1
77,3,4,3,0,1
4,3,5,3,0,3
986,3,4,3,0,6
40,3,4,15,0,2
8,3,4,15,0,4
493,2,3,22,3,16
89,2,4,4,0,1
1,3,4,3,0,1
35,3,5,3,0,2
715,1,2,6,1,1
81,3,4,2,0,1
77,3,4,3,0,1
61,3,4,2,1,2
11,3,4,3,0,1
9,3,3,6,0,1
89,3,2,3,0,2
12,3,4,2,0,5
6,3,4,2,0,3
267,2,2,1,0,5
113,3,4,2,0,3
251,3,4,3,0,1
10,1,3,15,0,5
9,3,3,13,0,1
125,3,4,2,0,1
4,3,2,15,0,3
26,3,4,8,0,2
493,1,4,8,2,7
11,3,4,2,0,3
64,3,4,2,0,1
372,3,7,6,0,5
3,3,4,2,0,1
493,2,3,6,4,21
3,3,4,13,0,1
61,3,4,15,0,3
40,3,4,13,0,2
8,3,4,8,0,2
119,3,4,3,0,2
3,3,4,3,0,1
12,3,4,8,0,2
7,3,4,3,0,1
2,2,2,13,0,1
27,3,3,13,0,1
12,3,2,8,0,2
85,3,4,3,0,1
3,3,2,2,0,1
3,3,5,6,0,3
338,1,4,2,1,1
25,3,4,8,0,1
6,3,4,13,0,1
197,2,4,6,0,5
137,3,4,8,0,3
5,3,5,3,0,1
43,3,4,3,0,2
3,3,2,15,0,1
372,3,3,13,0,1
6,3,3,13,0,3
38,3,3,13,0,3
10,3,4,13,0,1
3,3,4,4,0,1
42,3,4,3,0,2
38,3,6,4,0,1
58,2,4,8,0,3
85,3,3,8,0,4
5,3,3,2,0,2
18,3,3,1,0,1
30,3,4,8,0,1
2,3,4,8,0,2
94,3,4,13,0,1
38,3,4,3,0,1
33,3,3,8,0,2
3,3,2,5,0,3
5,3,2,2,0,3
53,3,4,2,0,2
18,3,5,8,0,4
4,3,4,4,0,3
137,3,4,8,0,1
81,3,4,2,0,1
13,3,2,8,0,14
53,3,4,6,0,2
67,3,4,15,0,1
493,3,4,15,0,2
430,3,4,15,0,2
67,3,4,3,0,2
85,3,4,15,0,1
22,3,4,3,0,1
38,3,1,3,0,6
4,3,4,3,0,2
178,3,4,3,0,2
14,3,4,8,0,2
5,2,2,2,0,1
251,4,4,3,0,5
13,3,4,13,0,1
58,2,3,8,0,2
13,3,4,4,0,1
70,2,4,2,0,1
13,3,4,13,0,1
64,3,4,4,0,1
113,3,3,3,0,1
15,3,4,13,0,1
1,3,3,3,0,1
35,3,4,15,0,2
1,3,4,1,0,1
197,3,4,2,0,1
29,3,4,6,0,2
3,3,4,2,0,2
38,3,2,2,0,4
94,3,4,2,0,5
3,3,4,2,0,2
8,3,2,2,0,3
137,3,4,2,0,3
8,2,4,2,1,4
2,3,4,3,0,1
3,3,4,2,0,5
29,3,4,2,0,1
178,3,4,4,0,3
5,3,4,2,0,2
2,3,4,4,0,3
251,1,1,6,0,1
7,3,3,2,0,1
10,3,4,2,0,2
43,3,6,2,0,3
3,3,6,3,0,1
15,3,4,2,0,2
50,3,4,2,0,3
6,3,6,13,0,2
580,3,6,3,0,1
2,3,4,15,0,1
81,3,4,6,0,3
3,3,4,3,0,2
131,3,4,8,0,2
9,3,4,6,0,3
10,3,4,15,0,6
38,3,4,2,0,2
178,3,3,3,0,3
15,3,1,8,0,1
131,3,4,6,0,1
338,3,7,6,0,5
223,3,4,1,1,4
580,3,4,6,0,5
430,1,3,6,4,5
208,3,4,6,0,4
157,3,1,6,0,3
493,3,4,6,0,3
493,3,4,6,0,5
64,3,4,6,0,2
55,3,4,6,0,2
125,3,4,6,4,10
30,3,4,6,0,1
53,3,4,6,0,1
10,3,4,6,0,1
50,3,4,6,0,1
64,3,4,6,1,2
35,3,4,6,0,1
74,3,4,6,2,1
55,3,4,6,0,2
29,3,4,6,0,1
36,3,4,6,0,2
372,1,3,6,1,8
8,3,4,6,0,5
165,1,4,6,0,2
50,3,4,6,0,1
50,3,4,6,0,1
35,3,4,4,0,1
312,3,4,6,0,4
98,2,4,3,0,1
103,3,4,6,0,1
30,3,3,6,0,3
223,3,4,6,0,3
1,3,4,2,0,1
3,3,4,6,0,3
197,3,4,2,3,1
580,3,7,4,0,5
312,3,4,2,1,9
125,1,2,3,0,6
64,3,4,1,0,1
16,3,3,3,0,4
85,3,4,2,0,1
6,1,4,2,0,1
5,3,1,1,0,2
251,3,4,3,0,3
7,3,4,3,0,2
165,3,4,3,0,2
67,3,4,8,0,1
103,3,4,8,0,1
430,3,4,6,0,4
239,3,5,2,0,4
30,3,5,6,0,1
178,3,4,3,0,1
43,3,4,4,0,1
186,3,4,13,0,2
7,3,4,2,0,1
286,1,1,6,0,3
312,2,4,8,0,4
5,1,2,15,0,2
16,3,4,2,0,3
5,3,3,13,0,2
33,3,4,13,0,1
208,3,3,19,1,10
94,3,4,3,0,5
42,3,4,8,0,4
137,3,4,13,0,2
131,3,4,8,0,2
50,3,2,1,0,1
6,3,4,2,0,4
5,3,4,6,0,2
5,2,4,8,0,1
98,3,4,8,0,2
6,1,2,15,0,1
208,3,7,8,0,4
35,3,4,6,1,1
197,2,4,8,0,3
48,3,4,3,0,2
125,3,3,2,0,1
208,3,4,6,0,3
42,3,4,6,0,2
4,3,4,6,0,1
6,3,4,8,0,1
113,3,4,1,0,1
48,3,4,6,0,1
29,2,3,4,0,1
55,3,3,1,1,1
1,3,4,13,0,1
5,1,1,8,0,2
13,3,3,4,0,1
6,3,4,15,0,5
4,2,4,6,0,2
33,3,4,6,0,1
5,2,4,6,0,2
29,3,4,6,0,1
6,3,4,6,0,2
29,3,2,1,0,2
7,2,4,6,0,2
27,3,4,6,0,2
55,3,4,3,0,3
61,3,4,6,0,2
4,2,4,6,0,1
5,2,4,6,0,1
19,1,2,13,0,3
19,2,4,6,0,1
4,2,4,6,0,1
89,3,4,6,0,1
98,3,4,6,1,1
4,2,4,6,0,1
4,2,4,6,0,2
85,3,4,8,0,2
5,3,4,6,0,1
5,3,4,6,0,1
5,3,4,6,0,1
267,1,4,2,0,6
70,3,4,6,0,3
5,3,4,6,0,1
19,3,6,4,0,3
197,3,3,15,0,2
1,3,4,3,0,1
20,2,4,1,0,2
94,3,4,3,0,1
35,3,4,15,0,1
5,2,4,8,0,1
862,3,4,4,0,6
13,3,4,8,0,2
5,1,3,4,0,7
98,3,4,4,0,4
10,3,3,8,0,1
239,3,4,6,1,3
208,3,3,15,0,7
11,3,7,4,0,1
4,3,4,3,0,4
58,3,4,6,0,1
103,3,1,6,1,5
89,3,4,6,0,1
5,3,4,6,0,1
5,3,4,6,0,1
10,3,4,6,0,1
26,3,2,2,0,1
21,3,4,6,0,1
26,3,4,6,0,1
29,3,4,6,0,1
40,3,4,6,0,1
29,3,4,6,0,1
40,3,4,6,0,1
74,3,3,2,0,2
5,3,4,13,0,1
74,3,4,6,0,3
14,3,4,6,0,1
14,3,4,6,0,1
14,3,4,6,0,1
29,3,4,6,0,1
14,3,4,6,0,1
14,3,4,6,0,1
4,3,5,8,0,2
10,3,5,8,0,4
53,3,3,15,0,5
7,2,3,15,0,3
85,3,4,6,0,4
25,1,4,3,0,2
267,1,4,2,0,8
4,1,4,8,0,1
223,3,3,15,0,5
493,3,4,4,0,4
53,1,4,2,0,4
103,3,4,4,0,2
85,3,5,4,0,1
81,3,5,6,0,1
251,2,5,13,0,3
14,3,1,3,0,1
74,3,4,6,0,1
5,3,4,6,0,1
30,1,3,6,1,10
6,2,4,6,0,2
108,2,1,6,0,2
5,2,4,6,0,1
6,2,4,6,0,2
493,1,7,4,0,10
25,2,4,6,0,1
6,2,4,6,0,1
6,2,4,6,0,1
35,3,3,6,0,4
5,2,4,6,0,1
6,2,4,6,0,1
6,2,4,6,0,1
25,2,4,6,0,1
6,2,4,6,0,1
6,2,4,6,0,1
6,2,4,6,0,1
6,2,4,6,0,1
6,2,4,6,0,1
25,2,4,6,0,1
25,2,4,6,0,1
119,3,1,6,0,2
53,2,4,6,0,1
81,3,4,6,0,1
186,3,4,6,0,2
85,3,4,6,0,1
312,3,7,13,0,2
70,3,4,6,0,1
85,3,4,6,0,1
85,3,4,6,0,1
81,3,4,6,0,1
85,3,4,6,0,1
85,3,4,6,0,1
2,3,2,15,0,5
85,3,4,6,0,1
85,3,4,6,0,1
85,3,4,6,0,1
81,3,4,6,0,1
81,3,4,6,0,1
85,3,4,6,0,2
4,3,4,6,0,2
26,3,1,4,0,6
50,3,2,3,0,4
89,3,4,8,2,2
5,3,3,3,0,5
4,3,4,13,0,1
3,3,4,15,0,1
286,3,4,15,1,2
12,3,4,2,0,2
312,3,4,3,0,7
10,3,3,8,0,1
19,3,2,8,0,3
46,3,3,3,0,2
3,3,4,8,0,1
2,3,3,13,0,1
239,3,4,6,0,3
862,3,4,6,0,3
251,3,4,3,0,1
715,2,4,6,0,4
12,3,4,6,0,1
33,3,4,6,0,2
27,3,4,8,0,1
1958,2,4,6,0,7
1,3,2,13,0,1
25,3,4,3,0,1
1,3,4,8,0,1
10,3,4,2,0,5
312,3,4,6,0,3
30,3,3,3,0,6
25,1,3,2,0,1
251,3,3,2,0,2
10,3,4,8,0,2
8,3,7,4,0,2
85,3,4,15,0,1
2,3,1,6,0,5
10,3,4,6,0,10
178,3,4,6,0,5
493,3,5,23,0,9
149,2,4,2,0,7
157,4,6,2,0,4
38,3,4,13,0,2
165,3,4,2,0,8
46,3,5,2,0,2
77,3,4,2,0,5
157,3,4,2,0,7
131,3,4,3,0,1
157,3,4,2,0,7
157,3,4,4,1,1
338,4,4,6,1,6
149,2,4,2,0,7
149,2,4,2,0,7
239,3,4,2,0,7
25,3,4,13,0,1
251,3,4,2,0,4
239,3,4,2,0,1
1264,2,4,6,0,7
7,3,4,15,0,1
2,3,4,15,0,1
131,3,4,3,0,2
30,3,5,6,0,1
197,3,4,2,0,6
46,3,4,6,0,2
157,4,4,6,0,5
372,1,3,2,1,13
30,2,4,2,0,1
312,3,3,15,0,2
372,3,4,4,1,8
338,3,3,15,0,3
267,3,4,2,1,3
2,3,4,6,0,1
50,3,4,6,0,1
43,3,4,6,0,1
94,3,4,6,1,1
3,2,2,8,0,2
125,3,7,13,0,6
55,1,4,15,1,3
2,3,4,15,0,3
103,3,4,13,0,6
55,1,4,15,1,3
108,3,4,13,0,6
21,3,4,6,0,1
55,1,4,15,1,3
149,3,4,13,0,6
77,1,4,2,1,3
23,3,4,2,0,3
103,3,7,13,0,6
36,3,2,13,0,6
3,3,2,13,0,6
149,3,4,13,0,6
1,3,4,2,0,3
2,3,4,6,1,2
94,3,4,3,1,3
251,5,6,4,0,1
94,3,4,3,1,3
35,3,4,6,0,2
493,2,4,6,9,5
239,3,4,6,0,5
8,1,2,15,0,6
7,3,4,3,0,1
40,3,4,2,0,4
1,3,4,8,0,2
3,3,4,19,0,1
67,3,4,19,0,4
223,3,4,6,0,5
2,3,1,2,0,1
186,3,4,6,0,2
38,3,4,2,0,2
38,3,5,13,0,2
85,3,4,1,0,1
18,3,3,2,0,4
21,3,4,4,0,1
149,3,4,2,0,3
50,3,4,2,0,1
1958,3,7,6,9,40
7,3,5,4,0,1
23,3,4,4,0,1
125,3,4,13,0,4
23,3,4,3,0,2
21,3,4,2,0,2
26,3,4,6,1,2
38,3,4,2,0,3
27,2,4,3,1,5
2,3,4,3,0,3
30,3,4,2,0,2
81,3,4,6,0,3
2,3,3,5,0,5
165,3,4,2,0,3
29,3,4,2,0,4
197,3,4,2,0,3
98,3,4,15,0,2
10,3,4,3,0,3
8,3,4,15,0,2
862,3,4,6,0,3
29,3,4,2,0,4
119,3,4,2,1,7
178,2,4,13,0,1
7,3,7,6,0,1
25,3,4,15,0,1
77,2,4,15,0,3
1264,3,7,6,0,9
10,3,4,15,0,7
715,2,3,6,0,13
25,3,3,2,0,8
108,3,4,13,0,6
113,3,4,3,0,1
2,3,4,13,0,1
2,3,4,2,0,3
157,3,7,2,0,6
103,3,4,2,0,6
103,3,4,2,0,6
3,3,4,3,0,1
103,3,4,2,0,7
27,3,4,1,0,5
25,3,3,2,0,6
157,3,4,6,0,4
108,3,4,3,0,3
197,3,3,13,0,3
7,1,1,2,0,8
125,3,5,2,0,1
30,3,3,4,0,5
2,3,3,2,0,6
70,3,3,2,0,7
8,3,4,2,0,1
6,3,4,3,0,3
2,3,4,3,0,4
312,3,4,20,0,3
3,3,4,2,0,3
312,3,5,2,0,6
33,3,4,2,0,3
251,3,4,4,1,5
55,3,4,13,1,3
2,3,5,2,0,3
21,1,4,6,0,1
2,3,4,8,0,2
18,3,1,2,0,5
6,1,5,3,0,3
36,3,4,2,0,2
1264,3,4,2,0,5
1,3,4,2,0,2
178,3,5,8,0,1
23,3,2,3,0,2
46,2,4,1,0,2
113,1,4,8,0,1
21,1,4,2,0,1
1,3,3,4,0,3
20,2,4,2,0,5
36,3,4,13,0,1
77,3,4,8,1,1
16,3,4,2,0,2
20,1,3,4,0,3
149,3,4,8,0,4
23,2,4,6,0,2
23,3,4,2,0,3
7,1,1,6,0,11
50,3,4,15,0,2
142,2,4,15,0,6
6,3,3,13,0,3
251,3,4,3,0,1
22,3,6,13,0,1
286,3,4,6,1,6
81,3,4,6,0,2
58,3,4,6,0,1
33,3,4,6,0,1
208,3,4,6,0,2
58,3,4,6,0,2
35,3,4,2,0,1
58,3,4,6,0,1
6,3,3,8,0,1
1,3,4,15,0,2
5,3,4,3,0,3
5,3,6,13,0,1
98,3,4,2,0,3
30,5,6,13,0,1
14,3,1,2,0,5
55,3,3,6,0,2
372,3,4,2,1,10
1,3,4,15,0,1
157,3,4,2,0,3
33,3,4,6,0,1
2,3,4,6,0,1
6,2,3,2,0,4
6,2,3,15,0,4
338,3,4,6,1,4
119,3,4,15,0,4
862,3,7,6,2,39
312,2,3,6,1,9
6,3,2,15,0,1
23,3,4,13,0,2
1,3,4,13,0,2
5,3,4,2,0,3
14,4,5,15,0,1
1,3,4,8,0,1
1,3,4,3,0,5
22,3,4,3,0,3
33,5,7,3,0,1
8,3,4,8,0,1
7,1,2,6,0,6
862,3,4,6,0,5
8,3,4,2,0,2
8,3,4,6,0,2
6,3,4,19,0,1
338,1,3,6,0,1
14,3,4,6,0,2
2,3,4,6,0,1
26,3,4,6,1,1
16,3,4,7,0,1
50,3,4,6,0,1
19,3,4,2,0,1
14,3,4,20,0,3
22,2,3,2,0,4
26,2,3,2,1,6
67,3,4,13,0,2
14,3,4,13,1,2
20,3,4,13,0,2
64,3,4,6,0,1
103,3,4,16,1,8
23,2,3,2,1,6
48,3,4,3,1,4
22,1,4,3,0,2
77,3,6,2,0,1
103,3,4,2,0,1
77,3,6,2,0,1
5,1,2,6,0,8
7,3,4,2,0,1
251,3,7,3,0,2
186,3,4,6,0,1
338,1,4,6,1,2
5,2,3,15,0,5
14,3,4,2,0,2
165,2,4,2,0,1
38,3,4,2,0,2
64,3,5,2,0,2
20,2,5,2,0,1
14,3,4,2,0,1
338,3,5,2,0,5
286,3,4,2,0,3
338,3,4,2,0,3
77,3,6,2,0,3
113,3,4,2,0,3
372,3,4,2,1,9
77,3,5,2,0,1
103,3,4,2,0,1
113,3,4,2,0,1
77,3,5,2,0,2
113,3,6,2,0,1
113,3,4,2,0,3
77,3,4,2,0,2
77,3,4,2,0,3
14,3,1,8,0,2
13,3,4,8,0,3
77,3,4,2,0,2
67,3,4,4,0,4
1,3,4,8,0,2
15,3,4,2,0,5
98,3,4,13,0,2
21,3,4,15,0,2
21,3,4,15,0,3
35,3,4,6,0,4
251,3,4,15,0,8
113,2,2,13,0,4
42,3,1,2,0,1
25,3,4,8,0,1
186,3,2,8,0,2
119,3,4,15,0,2
119,3,1,6,0,3
715,3,2,15,1,9
715,1,4,6,2,8
108,3,4,6,0,2
286,3,3,6,0,5
7,3,4,8,0,1
23,3,4,8,0,2
1,3,4,8,0,1
22,1,3,3,0,4
77,3,5,6,0,1
7,3,2,3,0,4
1,3,4,6,0,2
6,3,3,6,0,1
67,1,4,6,0,4
21,3,3,2,0,2
12,3,4,3,0,2
2,3,4,3,0,5
8,3,2,2,1,10
19,3,3,6,0,6
5,3,4,3,0,1
312,2,4,2,0,3
40,3,3,2,0,4
157,2,4,13,0,2
7,3,4,15,0,1
61,3,4,15,0,4
33,3,4,4,0,3
6,2,4,15,0,1
178,3,3,6,0,5
6,3,4,2,0,3
4,3,4,15,0,4
338,2,2,6,0,5
21,3,3,6,0,3
48,3,4,6,0,1
7,3,2,6,0,4
26,2,4,6,0,2
4,3,4,6,0,4
94,3,4,2,0,1
4,3,4,8,0,1
2,3,4,2,0,2
21,3,4,6,0,1
42,3,4,2,0,1
19,1,2,13,0,3
3,3,2,6,0,4
3,3,4,2,0,1
7,3,2,1,0,1
20,3,4,2,0,2
5,3,4,2,0,2
25,3,4,3,0,4
113,2,4,3,1,3
5,3,4,2,0,1
4,3,2,8,0,4
94,3,4,6,0,1
10,3,3,2,0,1
30,1,2,2,0,3
142,3,4,6,0,2
1,3,4,3,0,1
3,1,7,6,0,1
113,3,2,2,0,2
113,3,4,13,0,2
4,3,4,13,0,1
33,3,4,13,0,1
67,3,3,13,0,2
5,3,4,13,0,2
3,3,4,2,0,2
2,3,4,3,0,1
42,3,4,8,0,2
12,2,4,13,0,2
23,2,3,13,0,2
11,3,4,8,0,2
4,3,2,2,0,2
64,3,3,2,0,7
2,3,1,13,0,2
5,3,4,2,0,10
33,3,4,3,1,3
430,3,4,13,0,2
157,3,4,2,0,1
208,3,6,15,0,1
113,2,4,2,0,2
4,3,4,6,0,1
2,3,3,13,0,1
23,3,4,15,0,3
48,3,5,3,0,3
22,3,5,6,0,1
18,3,6,6,0,1
64,3,4,3,0,1
77,3,5,3,0,1
113,3,4,2,0,2
43,3,4,6,1,6
43,3,3,6,0,6
157,1,3,6,0,3
3,3,7,4,0,1
142,3,4,15,1,1
50,1,4,15,0,3
142,4,5,2,0,1
125,3,2,13,0,5
239,4,5,6,0,2
77,3,4,2,1,1
10,1,3,15,0,3
3,3,4,2,0,2
94,3,4,13,0,1
1,3,4,6,0,1
149,1,3,2,0,3
3,3,5,15,0,4
372,3,4,1,0,2
36,3,4,3,0,1
10,3,4,2,0,2
29,3,4,6,0,2
36,3,4,3,0,1
36,3,4,3,0,1
23,3,4,6,0,1
74,3,4,2,4,4
30,3,4,2,0,5
16,3,5,3,0,1
10,3,4,2,0,2
3,3,3,6,0,4
26,3,3,3,1,6
21,3,4,8,0,3
986,3,3,2,0,3
715,3,4,6,0,6
8,3,2,2,0,2
2,3,3,8,0,4
715,2,4,2,0,9
1,3,4,2,0,1
239,3,7,6,0,3
1,3,4,2,0,1
23,3,4,6,0,4
125,3,4,6,0,3
77,3,4,6,0,3
1,3,4,15,0,1
119,3,3,1,0,1
9,2,5,13,0,1
1,2,3,6,0,4
77,3,3,3,0,3
98,3,7,3,0,1
15,3,3,2,0,4
131,4,5,3,0,2
77,3,2,2,0,1
3,3,4,6,0,1
30,3,4,4,0,2
165,3,3,13,0,2
251,3,4,13,0,2
38,2,4,15,1,3
372,3,4,6,0,3
21,3,2,4,0,4
22,3,4,2,0,2
10,3,4,2,0,3
18,3,4,15,0,1
108,3,4,6,0,3
312,3,4,8,0,8
9,3,4,6,0,1
14,2,4,6,0,3
46,3,4,6,0,2
30,3,4,6,0,3
251,3,4,8,0,1
10,3,4,6,0,2
22,3,4,3,0,1
27,3,4,2,0,1
23,2,1,6,0,4
208,3,4,15,0,2
43,3,4,13,0,2
142,3,4,3,0,1
18,3,4,1,0,5
8,3,4,1,0,1
77,3,4,6,0,1
113,3,4,2,0,1
61,3,4,2,0,1
38,3,4,2,0,1
2,3,4,4,0,2
119,3,4,4,0,3
113,3,4,6,0,1
81,3,4,2,0,1
20,3,7,6,0,1
10,3,4,3,0,2
74,3,4,4,0,1
142,3,4,6,0,2
53,3,4,4,0,1
142,3,4,2,0,4
10,1,1,6,0,5
64,3,4,2,0,2
3,3,4,3,0,1
149,3,5,3,0,1
165,3,4,6,0,2
1,3,4,2,0,2
67,2,4,13,0,2
21,3,3,15,0,1
7,3,3,15,0,1
1,3,4,3,0,1
50,3,6,2,0,1
1,3,4,3,0,1
1,3,4,3,0,1
2,3,4,3,0,1
77,3,3,2,0,1
35,3,3,2,0,1
70,3,4,2,0,1
286,3,3,2,0,4
29,3,3,2,0,3
239,4,4,2,0,1
22,3,4,2,0,1
493,2,6,2,0,1
2,3,4,2,0,1
21,3,4,2,0,1
108,3,4,2,0,2
2,3,4,2,0,2
70,3,4,2,0,1
430,3,3,6,0,3
40,3,4,8,0,2
98,3,4,8,0,2
372,3,4,6,0,2
77,3,4,3,0,6
3,3,4,2,0,2
251,3,4,2,1,7
251,3,3,8,0,3
98,3,4,3,0,1
142,3,4,8,0,1
64,3,5,2,0,3
197,3,4,2,0,1
22,2,4,3,0,1
6,3,4,2,0,2
108,3,4,15,0,1
108,1,3,8,0,2
2,3,4,15,0,2
64,1,4,20,0,1
38,2,6,6,0,2
20,3,4,3,1,3
149,2,5,2,2,3
580,3,6,6,0,4
70,2,4,3,0,8
29,3,5,6,0,1
58,3,4,2,0,2
286,3,5,2,0,1
98,3,4,6,0,3
14,2,6,6,0,1
16,3,6,6,0,2
14,3,6,2,0,1
29,2,5,2,0,1
6,3,4,2,0,2
36,3,4,6,0,3
6,3,4,6,0,2
715,3,4,2,0,1
70,2,4,2,1,1
23,3,4,2,0,1
33,2,4,6,0,3
1,3,4,2,0,4
12,3,6,2,0,1
142,2,4,2,0,1
70,3,4,2,0,3
23,3,4,2,0,1
1264,3,4,2,0,6
23,3,4,2,0,1
239,2,4,2,1,3
286,3,4,2,0,4
2,3,4,2,0,1
178,3,4,15,0,2
862,3,4,2,0,5
2,3,4,2,0,1
